"sigma_kappa[1]","sigma_kappa[2]","sigma_kappa[3]","sigma_kappa[4]"
1.75909722687311,0.933166649159834,1.80783644487948,0.935014196375973
1.51043439072588,0.967125080015912,1.89314263454214,1.35725876063741
1.32027154573549,0.96720729891869,1.84120541312404,0.940571481176131
1.19083897820768,0.954642874664571,2.07563470342295,0.759226307718076
1.62619508106018,1.14514615394574,1.6573848996789,1.07907761834725
1.58796254235795,1.17230038417433,2.38375991563441,1.22205393671896
1.85194374992038,1.41521078790567,2.54125295809115,1.22524911117731
1.83235512069402,1.21507712974386,2.59285487408834,1.15760089393943
1.66223595428203,1.17813727955935,3.0528526943735,1.16186746176179
1.97000884635756,1.05903236461331,2.62633026513792,1.20451415188442
1.54293417382839,1.36643942795843,2.07041371594174,1.29565060294637
1.4969787878741,1.36894877605438,1.96369817503129,1.32161163369335
1.70188626680807,1.13686399956403,2.53035143704862,0.948444756280568
1.68002587917921,1.50869084300321,1.77552589786722,0.924063626266188
1.43022012546952,0.928378622139704,2.28901516186851,1.43946600036418
1.50351534565841,1.25525626147961,2.89079853697262,1.09737573791985
1.5147067339598,1.34746691934305,2.29932130454981,0.871994400593084
1.39462722877801,1.55298777246013,3.1827675923485,1.18683648300129
1.96505090551696,1.86909624250924,3.30921620888068,1.44322856762872
1.6596549505284,1.54655009822152,2.07815993275443,0.993449635423647
2.66417633056525,1.3094932554466,2.64340550347727,1.06162277773254
2.40987450018548,1.5410610581257,3.65686590806028,0.845117780876531
1.39580297345468,0.827490746492911,2.4024942302241,0.922236012275792
1.27208900773611,1.10177813460737,2.37393996159875,1.24542801429004
1.57612525461105,1.02971093927167,2.37008006219094,0.846530015147774
1.5587588590547,1.3268298925975,2.81065121929838,1.52485570326876
1.43762100758795,0.886216208686426,1.83247987338991,0.901968514126963
1.71436093464184,0.955832745131116,2.15702472202556,1.10864121037746
1.65962911038028,1.05318756562792,2.58453556094156,0.963670918052471
1.51355951857687,1.22121807870233,2.32317945426439,1.17490555211799
1.6916467176997,1.10360109534619,3.09367581274939,1.05849003492742
